hour_number,session_length_hours,total_number_of_orders,DA_price,Ask_mean_price,Ask_price_std,Bid_mean_price,Bid_price_std,Anomaly,Anomaly_score
20,29.86759416666667,2773,99.97,89.86771006130544,10.850300219260486,57.7046267580238,33.09147501712568,1,0.12167487572576274
21,30.766818055555557,2350,99.25,82.86917021276595,14.012555989711512,74.5516340425532,3.8380537278342346,1,0.11669933879418248
22,7.837601944444444,2102,95.26,87.79245480494767,11.462679664855802,68.64898192197907,7.947066753011879,1,0.09343471296305017
23,8.934203055555557,5371,87.63,75.63199776577918,6.647347184623252,56.76570284863154,5.925216453655646,1,0.06978358531554224
0,9.99247388888889,1356,68.01,71.1198820058997,11.970632606696997,53.36855457227139,9.083489103475635,1,0.10648083825630184
1,10.97988,2330,58.86,70.77850214592274,10.372919896750831,59.18672103004292,9.41359864207194,1,0.12019833433093674
2,11.990758333333334,1685,57.86,71.18748961424332,11.483635704906773,54.18545400593472,9.32299269237585,1,0.12856958540483748
3,12.822494722222222,1839,56.94,78.47718868950516,13.972919253016505,56.21845568243611,11.565144502491687,1,0.13389751344031264
4,13.783810555555556,1908,57.9,101.67014675052413,16.061200297185724,83.50029874213837,7.802174865526823,1,0.13896109278825136
5,14.79497527777778,1750,63.4,97.11677142857144,4.106069602510208,91.15742285714283,7.575118152482028,1,0.14539968556324873
6,15.97303888888889,3220,90.5,96.43757763975157,7.232610560224531,88.84010559006212,8.275698025426362,1,0.15824900583994128
7,17.024721944444444,6987,94.18,88.83309288678976,4.792765406110227,81.4697752969801,6.09035125946546,1,0.12382487596170183
8,18.040172222222225,6532,95.73,80.0667176974893,5.720829721340406,71.38670085731782,5.5565395721679725,1,0.1350360914416981
9,19.04484027777778,5268,90.67,62.45192672741078,5.754183631579902,54.242059605163234,4.784934095187561,1,0.14333366294374988
10,19.962153333333333,2763,86.03,60.96660513934129,6.097653955745123,50.90223669923996,5.072346674692977,1,0.15559935781911943
11,21.02122083333333,2282,70.89,53.48497808939528,15.43703650987855,42.08680981595092,15.05498794934617,1,0.15811354483382056
12,22.03368777777778,3622,68.87,40.63792932081724,14.367108665190017,30.326405300938703,14.207001758899002,1,0.15230671062922635
13,23.043398055555556,3636,67.12,34.64158690869088,18.79129724777052,24.201399889989,18.60205536538732,1,0.14324126914129903
14,24.011061111111115,4639,60.0,38.583175253287344,14.797887243348791,30.67094201336495,19.485881470115743,1,0.139853955283179
15,25.04256833333333,3361,57.15,54.07241594763464,14.95426815150692,44.67218387384707,15.86032901735646,1,0.14786337538578176
16,25.78598444444444,2308,53.7,72.27474436741767,17.906200677180255,62.4321273830156,12.17477628063653,1,0.1490502815147819
17,26.93620222222222,2033,68.24,100.85519429414656,18.94978901764125,88.13786030496804,6.763880071251335,1,0.15380158033219804
18,27.985624166666668,2127,81.32,108.8167606958157,12.712889999737856,101.35730136342266,7.72215596889939,1,0.15020554679804077
19,29.006806388888887,2036,96.05,113.32480844793714,15.078548845793655,97.7966355599214,5.234499582003783,1,0.14918034423265963
20,30.027907777777777,2591,108.83,99.99019297568503,10.26920426220855,91.83293708992666,3.2452662971294117,1,0.13079358294558097
21,30.94574055555556,826,111.94,92.36346246973366,16.64912563351025,83.0773607748184,3.958090302687549,1,0.1093494312658474
22,8.493578055555556,2211,102.55,69.15861148801447,12.523708557570435,54.94802351876978,31.52081171192506,1,0.08255574435214019
23,9.149218888888887,1708,92.78,48.634531615925056,13.127537037143172,-78.49636416861826,221.1375833406478,-1,-0.05441379385019962
0,10.152576666666668,2851,89.38,61.26729919326552,11.634718802590989,35.676471413539105,54.752619825175,1,0.06977845529405646
1,11.154198333333332,1708,77.54,55.09669789227166,6.610925228893646,44.08757025761125,5.425808167327735,1,0.11705662527640232
2,12.708764444444446,4011,69.62,51.49723759660932,5.380279438009233,43.88600847668911,16.945594297153427,1,0.11227061966372226
3,13.356540555555556,1980,67.07,82.84383838383837,75.33633338876403,62.08905050505051,21.987247535249296,1,0.12887844708212953
4,14.334104166666666,5415,70.06,101.71264635272392,175.95808549096276,64.98316343490305,16.326511050408804,1,0.11161562058926189
5,15.382760833333332,4935,85.74,261.1931225937184,441.3013734742226,79.07405065856129,18.31631908703608,1,0.055194140069653785
6,16.357794444444444,4339,103.61,89.5045309979258,106.09507185146052,67.75882691864484,16.80217738151908,1,0.13508699964253323
7,17.690624444444445,4204,111.96,169.31062321598475,591.9914599739797,56.62012369172217,26.43036135246562,1,0.06472301793976215
8,18.686460277777776,2582,98.37,61.57174670797831,7.732686090968619,47.42648334624322,18.43114182425152,1,0.14698435379269303
9,19.824382777777775,2862,88.0,55.93051013277428,14.479893090042426,44.57138364779875,7.646922688660164,1,0.15368727722621967
10,20.819287222222226,1876,78.22,47.32788912579957,6.187608608218555,37.757814498933904,8.701294304931748,1,0.15280592808979548
11,21.64457638888889,2979,64.5,32.05407519301779,4.961254598227559,24.765981873111787,4.035397540758709,1,0.14459884169733284
12,22.81999888888889,1945,52.02,19.23062210796915,4.902140014507551,14.481578406169668,6.269543700878792,1,0.1365387745788455
13,23.2104425,5282,33.08,18.27045815978796,5.297627660745704,13.9486160545248,3.5070855047485807,1,0.11901815151826517
14,24.761837222222223,3568,24.88,24.445350336322864,7.077457106352301,17.876227578475337,4.294062036787513,1,0.12523307408885198
15,25.823340833333333,3520,21.24,48.30698295454546,6.4037270282188095,37.65245738636364,10.27540442108917,1,0.13476914952313584
16,26.787435555555557,2800,29.15,65.41654642857144,5.782162753740255,50.78423571428571,12.669064791946832,1,0.13907394781314647
17,27.82498194444445,1982,52.24,67.46084258324925,8.577605037194061,45.842129162462165,16.45732472517974,1,0.13708915318933884
18,28.819125277777776,2417,68.86,62.22006206040547,7.840350807366388,48.42367811336367,11.2187453739512,1,0.13416018492748738
19,29.8217925,2732,79.67,59.83498535871156,8.19541695476197,49.11693265007322,8.745695412284569,1,0.1294619232304125
20,30.824464166666665,6192,73.56,57.85004683462533,7.603259851917083,47.62678779069768,11.243072257439469,1,0.09363183774486145
21,31.117143055555555,3581,74.38,39.484934375872655,7.541777014298537,24.53038536721586,7.540589582260704,1,0.08732523620475946
22,7.950825555555556,924,65.7,29.78607142857143,4.792389669304315,21.99535714285714,6.451474655024498,1,0.05601182077081479
23,8.867331666666667,979,38.57,16.835045965270687,7.609679437267171,4.195995914198162,15.673911755454498,1,0.05447292004772747
0,9.928983333333331,1619,19.97,15.269962940086472,4.863699497764944,5.213526868437308,12.943511023016708,1,0.06983608398490199
1,10.918634444444445,2299,9.51,22.905993910395825,11.59127352135158,15.437342322749023,10.59467628396689,1,0.08984223070477232
2,11.924952777777778,3421,3.44,28.880871090324465,12.482287033707284,12.184139140602165,13.79303575851252,1,0.09326330619705403
3,12.91154861111111,2914,5.61,43.70055250514756,9.896722083711351,32.02230267673301,9.105705055354653,1,0.1122521348834723
4,13.932909722222222,2626,7.2,61.85446306169079,6.659456768719545,52.72763137852248,9.513014076810263,1,0.1121316627264537
5,14.877640833333333,2187,24.8,78.09789208962049,6.764600494162503,69.94441243712848,7.3367543424722115,1,0.13363192088393683
6,15.917134444444445,2550,47.38,81.62885490196078,7.836502797239287,72.55874117647058,12.043413890918568,1,0.1457668615193246
7,16.921929722222224,1867,63.0,71.03914301017674,5.5238267598939625,65.80809319764329,9.287765622195227,1,0.1467257047156424
8,17.9956575,1316,70.0,57.322682370820665,3.922085736652241,51.68126899696048,9.077749481604984,1,0.14194122885713534
9,18.953539166666665,2014,58.9,46.09121151936445,4.883067616894508,41.635873882820256,5.800255600684067,1,0.14787739854165122
10,19.945120555555555,2250,45.45,42.52412,10.613850559660298,35.11031111111111,10.085308624865752,1,0.15210177698148764
11,20.99991333333333,3369,34.52,42.2475660433363,17.364499804385925,30.79682695161769,18.8760585613416,1,0.1471784221149514
12,21.93821638888889,2574,27.01,34.588752913752906,12.904063793135997,25.68446775446776,15.841064108674994,1,0.1442259024438231
13,22.96642388888889,3483,21.25,30.070244042492103,9.513140545994034,20.717005455067472,12.340071526092078,1,0.13607369316047424
14,24.59822583333333,3153,17.43,35.80392007611798,8.131009951174422,26.943739295908664,12.218484891235155,1,0.13888784089535522
15,25.621166666666667,5825,17.7,52.37303347639486,9.841483860892913,44.0948051502146,10.02895125405218,1,0.12258558415678744
16,26.565293333333333,5055,21.94,79.02276953511374,13.27983733876533,66.9706528189911,12.233255886865498,1,0.13569181034033795
17,27.630955,3314,45.01,62.06715449607725,13.355668010056178,51.98214846107424,11.793069635536018,1,0.13720460541277452
18,28.636054166666668,22322,64.28,73.02766777170505,4.531399126855904,58.66004659080728,5.994923108401666,1,0.006710466397324755
19,29.63602305555556,5425,56.24,63.57679078341013,9.854493468679724,50.47938433179724,7.700025015566624,1,0.11422926684677787
20,30.638614166666667,22943,59.72,72.62870984614044,8.618981021621908,59.516852198927786,7.285234033695645,-1,-0.011265621714685259
21,31.4487275,1972,59.65,61.70845841784989,10.314550861239525,49.98230730223123,11.407336157710311,1,0.09439618502248698
22,8.832455833333334,1054,58.09,82.33668880455407,8.392052674697547,68.00665085388995,8.674730648873073,1,0.09342498302553404
23,9.862716666666666,1687,51.04,47.34447540011856,12.642592153692537,34.73123888559573,14.345857675650391,1,0.08564581850940489
0,10.861278888888888,2178,90.14,37.72345730027549,10.072519208680925,27.869361799816343,9.272631538140775,1,0.09184154172396014
1,11.857423055555556,2463,63.18,35.3997969955339,11.710853341511552,21.748485586682907,10.979348412924866,1,0.10805454644833046
2,12.862910277777775,3428,55.62,31.210151691948656,12.573080443149776,19.940329638273045,9.2073221728916,1,0.11430663070785674
3,13.849825833333334,2861,55.47,35.517864383082845,10.93885140944082,26.983110800419432,10.325962047559978,1,0.1275302774852431
4,14.859585833333332,1863,55.54,38.0883950617284,9.483475710275584,25.421884057971017,10.153421621107878,1,0.13330277650147998
5,15.856272222222223,1692,56.58,50.85205082742318,10.37427075329644,32.67020685579197,10.836812287225031,1,0.14099057343651572
6,16.864215,2480,58.72,72.78402419354839,14.396027076185876,55.08239516129032,8.08572084818845,1,0.14895754925491317
